day,month,year,province,health_zone,confirmed_cases
12,10,2019,North Kivu,Goma,1
13,10,2019,North Kivu,Goma,1
14,10,2019,North Kivu,Goma,1
15,10,2019,North Kivu,Goma,1
16,10,2019,North Kivu,Goma,1
17,10,2019,North Kivu,Goma,1
18,10,2019,North Kivu,Goma,1
19,10,2019,North Kivu,Goma,1
20,10,2019,North Kivu,Goma,1
21,10,2019,North Kivu,Goma,1
22,10,2019,North Kivu,Goma,1
23,10,2019,North Kivu,Goma,1
24,10,2019,North Kivu,Goma,1
25,10,2019,North Kivu,Goma,1
26,10,2019,North Kivu,Goma,1
27,10,2019,North Kivu,Goma,1
28,10,2019,North Kivu,Goma,1
29,10,2019,North Kivu,Goma,1
30,10,2019,North Kivu,Goma,1
31,10,2019,North Kivu,Goma,1
1,11,2019,North Kivu,Goma,1
2,11,2019,North Kivu,Goma,1
3,11,2019,North Kivu,Goma,1
4,11,2019,North Kivu,Goma,1
5,11,2019,North Kivu,Goma,1
6,11,2019,North Kivu,Goma,1
7,11,2019,North Kivu,Goma,1
8,11,2019,North Kivu,Goma,1
9,11,2019,North Kivu,Goma,1
10,11,2019,North Kivu,Goma,1
11,11,2019,North Kivu,Goma,1
12,11,2019,North Kivu,Goma,1
13,11,2019,North Kivu,Goma,1
14,11,2019,North Kivu,Goma,1
15,11,2019,North Kivu,Goma,1
16,11,2019,North Kivu,Goma,1
17,11,2019,North Kivu,Goma,1
18,11,2019,North Kivu,Goma,1
19,11,2019,North Kivu,Goma,1
20,11,2019,North Kivu,Goma,1
21,11,2019,North Kivu,Goma,1
22,11,2019,North Kivu,Goma,1
23,11,2019,North Kivu,Goma,1
24,11,2019,North Kivu,Goma,1
25,11,2019,North Kivu,Goma,1
26,11,2019,North Kivu,Goma,1
27,11,2019,North Kivu,Goma,1
28,11,2019,North Kivu,Goma,1
29,11,2019,North Kivu,Goma,1
30,11,2019,North Kivu,Goma,1
1,12,2019,North Kivu,Goma,1
2,12,2019,North Kivu,Goma,1
3,12,2019,North Kivu,Goma,1
4,12,2019,North Kivu,Goma,1
5,12,2019,North Kivu,Goma,1
6,12,2019,North Kivu,Goma,1
7,12,2019,North Kivu,Goma,1
8,12,2019,North Kivu,Goma,1
9,12,2019,North Kivu,Goma,1
10,12,2019,North Kivu,Goma,1
11,12,2019,North Kivu,Goma,1
12,12,2019,North Kivu,Goma,1
13,12,2019,North Kivu,Goma,1
14,12,2019,North Kivu,Goma,1
15,12,2019,North Kivu,Goma,1
16,12,2019,North Kivu,Goma,1
17,12,2019,North Kivu,Goma,1
18,12,2019,North Kivu,Goma,1
19,12,2019,North Kivu,Goma,1
20,12,2019,North Kivu,Goma,1
21,12,2019,North Kivu,Goma,1
22,12,2019,North Kivu,Goma,1
23,12,2019,North Kivu,Goma,1
24,12,2019,North Kivu,Goma,1
25,12,2019,North Kivu,Goma,1
26,12,2019,North Kivu,Goma,1
27,12,2019,North Kivu,Goma,1
28,12,2019,North Kivu,Goma,1
29,12,2019,North Kivu,Goma,1
30,12,2019,North Kivu,Goma,1
31,12,2019,North Kivu,Goma,1
1,1,2019,North Kivu,Goma,0
2,1,2019,North Kivu,Goma,0
3,1,2019,North Kivu,Goma,0
4,1,2019,North Kivu,Goma,0
5,1,2019,North Kivu,Goma,0
6,1,2019,North Kivu,Goma,0
7,1,2019,North Kivu,Goma,0
8,1,2019,North Kivu,Goma,0
9,1,2019,North Kivu,Goma,0
10,1,2019,North Kivu,Goma,0
11,1,2019,North Kivu,Goma,0
12,1,2019,North Kivu,Goma,0
13,1,2019,North Kivu,Goma,0
14,1,2019,North Kivu,Goma,0
15,1,2019,North Kivu,Goma,0
16,1,2019,North Kivu,Goma,0
17,1,2019,North Kivu,Goma,0
18,1,2019,North Kivu,Goma,0
19,1,2019,North Kivu,Goma,0
20,1,2019,North Kivu,Goma,0
21,1,2019,North Kivu,Goma,0
22,1,2019,North Kivu,Goma,0
23,1,2019,North Kivu,Goma,0
24,1,2019,North Kivu,Goma,0
25,1,2019,North Kivu,Goma,0
26,1,2019,North Kivu,Goma,0
27,1,2019,North Kivu,Goma,0
28,1,2019,North Kivu,Goma,0
29,1,2019,North Kivu,Goma,0
30,1,2019,North Kivu,Goma,0
31,1,2019,North Kivu,Goma,0
1,2,2019,North Kivu,Goma,0
2,2,2019,North Kivu,Goma,0
3,2,2019,North Kivu,Goma,0
4,2,2019,North Kivu,Goma,0
5,2,2019,North Kivu,Goma,0
6,2,2019,North Kivu,Goma,0
7,2,2019,North Kivu,Goma,0
8,2,2019,North Kivu,Goma,0
9,2,2019,North Kivu,Goma,0
10,2,2019,North Kivu,Goma,0
11,2,2019,North Kivu,Goma,0
12,2,2019,North Kivu,Goma,0
13,2,2019,North Kivu,Goma,0
14,2,2019,North Kivu,Goma,0
15,2,2019,North Kivu,Goma,0
16,2,2019,North Kivu,Goma,0
17,2,2019,North Kivu,Goma,0
18,2,2019,North Kivu,Goma,0
19,2,2019,North Kivu,Goma,0
20,2,2019,North Kivu,Goma,0
21,2,2019,North Kivu,Goma,0
22,2,2019,North Kivu,Goma,0
23,2,2019,North Kivu,Goma,0
24,2,2019,North Kivu,Goma,0
25,2,2019,North Kivu,Goma,0
26,2,2019,North Kivu,Goma,0
27,2,2019,North Kivu,Goma,0
28,2,2019,North Kivu,Goma,0
1,3,2019,North Kivu,Goma,0
2,3,2019,North Kivu,Goma,0
3,3,2019,North Kivu,Goma,0
4,3,2019,North Kivu,Goma,0
5,3,2019,North Kivu,Goma,0
6,3,2019,North Kivu,Goma,0
7,3,2019,North Kivu,Goma,0
8,3,2019,North Kivu,Goma,0
9,3,2019,North Kivu,Goma,0
10,3,2019,North Kivu,Goma,0
11,3,2019,North Kivu,Goma,0
12,3,2019,North Kivu,Goma,0
13,3,2019,North Kivu,Goma,0
14,3,2019,North Kivu,Goma,0
15,3,2019,North Kivu,Goma,0
16,3,2019,North Kivu,Goma,0
17,3,2019,North Kivu,Goma,0
18,3,2019,North Kivu,Goma,0
19,3,2019,North Kivu,Goma,0
20,3,2019,North Kivu,Goma,0
21,3,2019,North Kivu,Goma,0
22,3,2019,North Kivu,Goma,0
23,3,2019,North Kivu,Goma,0
24,3,2019,North Kivu,Goma,0
25,3,2019,North Kivu,Goma,0
26,3,2019,North Kivu,Goma,0
27,3,2019,North Kivu,Goma,0
28,3,2019,North Kivu,Goma,0
29,3,2019,North Kivu,Goma,0
30,3,2019,North Kivu,Goma,0
31,3,2019,North Kivu,Goma,0
1,4,2019,North Kivu,Goma,0
2,4,2019,North Kivu,Goma,0
3,4,2019,North Kivu,Goma,0
4,4,2019,North Kivu,Goma,0
5,4,2019,North Kivu,Goma,0
6,4,2019,North Kivu,Goma,0
7,4,2019,North Kivu,Goma,0
8,4,2019,North Kivu,Goma,0
9,4,2019,North Kivu,Goma,0
10,4,2019,North Kivu,Goma,0
11,4,2019,North Kivu,Goma,0
12,4,2019,North Kivu,Goma,0
13,4,2019,North Kivu,Goma,0
14,4,2019,North Kivu,Goma,0
15,4,2019,North Kivu,Goma,0
16,4,2019,North Kivu,Goma,0
17,4,2019,North Kivu,Goma,0
18,4,2019,North Kivu,Goma,0
19,4,2019,North Kivu,Goma,0
20,4,2019,North Kivu,Goma,0
21,4,2019,North Kivu,Goma,0
22,4,2019,North Kivu,Goma,0
23,4,2019,North Kivu,Goma,0
24,4,2019,North Kivu,Goma,0
25,4,2019,North Kivu,Goma,0
26,4,2019,North Kivu,Goma,0
27,4,2019,North Kivu,Goma,0
28,4,2019,North Kivu,Goma,0
29,4,2019,North Kivu,Goma,0
30,4,2019,North Kivu,Goma,0
1,5,2019,North Kivu,Goma,0
2,5,2019,North Kivu,Goma,0
3,5,2019,North Kivu,Goma,0
4,5,2019,North Kivu,Goma,0
5,5,2019,North Kivu,Goma,0
6,5,2019,North Kivu,Goma,0
7,5,2019,North Kivu,Goma,0
8,5,2019,North Kivu,Goma,0
9,5,2019,North Kivu,Goma,0
10,5,2019,North Kivu,Goma,0
11,5,2019,North Kivu,Goma,0
12,5,2019,North Kivu,Goma,0
13,5,2019,North Kivu,Goma,0
14,5,2019,North Kivu,Goma,0
15,5,2019,North Kivu,Goma,0
16,5,2019,North Kivu,Goma,0
17,5,2019,North Kivu,Goma,0
18,5,2019,North Kivu,Goma,0
19,5,2019,North Kivu,Goma,0
20,5,2019,North Kivu,Goma,0
21,5,2019,North Kivu,Goma,0
22,5,2019,North Kivu,Goma,0
23,5,2019,North Kivu,Goma,0
24,5,2019,North Kivu,Goma,0
25,5,2019,North Kivu,Goma,0
26,5,2019,North Kivu,Goma,0
27,5,2019,North Kivu,Goma,0
28,5,2019,North Kivu,Goma,0
29,5,2019,North Kivu,Goma,0
30,5,2019,North Kivu,Goma,0
31,5,2019,North Kivu,Goma,0
1,6,2019,North Kivu,Goma,0
2,6,2019,North Kivu,Goma,0
3,6,2019,North Kivu,Goma,0
4,6,2019,North Kivu,Goma,0
5,6,2019,North Kivu,Goma,0
6,6,2019,North Kivu,Goma,0
7,6,2019,North Kivu,Goma,0
8,6,2019,North Kivu,Goma,0
9,6,2019,North Kivu,Goma,0
10,6,2019,North Kivu,Goma,0
11,6,2019,North Kivu,Goma,0
12,6,2019,North Kivu,Goma,0
13,6,2019,North Kivu,Goma,0
14,6,2019,North Kivu,Goma,0
15,6,2019,North Kivu,Goma,0
16,6,2019,North Kivu,Goma,0
17,6,2019,North Kivu,Goma,0
18,6,2019,North Kivu,Goma,0
19,6,2019,North Kivu,Goma,0
20,6,2019,North Kivu,Goma,0
21,6,2019,North Kivu,Goma,0
22,6,2019,North Kivu,Goma,0
23,6,2019,North Kivu,Goma,0
24,6,2019,North Kivu,Goma,0
25,6,2019,North Kivu,Goma,0
26,6,2019,North Kivu,Goma,0
27,6,2019,North Kivu,Goma,0
28,6,2019,North Kivu,Goma,0
29,6,2019,North Kivu,Goma,0
30,6,2019,North Kivu,Goma,0
1,7,2019,North Kivu,Goma,0
2,7,2019,North Kivu,Goma,0
3,7,2019,North Kivu,Goma,0
4,7,2019,North Kivu,Goma,0
5,7,2019,North Kivu,Goma,0
6,7,2019,North Kivu,Goma,0
7,7,2019,North Kivu,Goma,0
8,7,2019,North Kivu,Goma,0
9,7,2019,North Kivu,Goma,0
10,7,2019,North Kivu,Goma,0
11,7,2019,North Kivu,Goma,0
12,7,2019,North Kivu,Goma,0
13,7,2019,North Kivu,Goma,0
13,2,2019,North Kivu,Alimbongo,0
14,2,2019,North Kivu,Alimbongo,0
17,2,2019,North Kivu,Alimbongo,0
18,2,2019,North Kivu,Alimbongo,0
19,2,2019,North Kivu,Alimbongo,0
20,2,2019,North Kivu,Alimbongo,0
21,2,2019,North Kivu,Alimbongo,0
22,2,2019,North Kivu,Alimbongo,0
26,2,2019,North Kivu,Alimbongo,0
27,2,2019,North Kivu,Alimbongo,0
5,3,2019,North Kivu,Alimbongo,0
6,3,2019,North Kivu,Alimbongo,0
7,3,2019,North Kivu,Alimbongo,0
8,3,2019,North Kivu,Alimbongo,0
9,3,2019,North Kivu,Alimbongo,0
10,3,2019,North Kivu,Alimbongo,0
11,3,2019,North Kivu,Alimbongo,0
12,3,2019,North Kivu,Alimbongo,0
13,3,2019,North Kivu,Alimbongo,0
14,3,2019,North Kivu,Alimbongo,0
15,3,2019,North Kivu,Alimbongo,0
16,3,2019,North Kivu,Alimbongo,0
17,3,2019,North Kivu,Alimbongo,0
18,3,2019,North Kivu,Alimbongo,0
19,3,2019,North Kivu,Alimbongo,0
20,3,2019,North Kivu,Alimbongo,0
21,3,2019,North Kivu,Alimbongo,0
22,3,2019,North Kivu,Alimbongo,0
23,3,2019,North Kivu,Alimbongo,0
24,3,2019,North Kivu,Alimbongo,0
25,3,2019,North Kivu,Alimbongo,0
26,3,2019,North Kivu,Alimbongo,0
27,3,2019,North Kivu,Alimbongo,0
28,3,2019,North Kivu,Alimbongo,0
29,3,2019,North Kivu,Alimbongo,0
30,3,2019,North Kivu,Alimbongo,0
31,3,2019,North Kivu,Alimbongo,0
1,4,2019,North Kivu,Alimbongo,0
2,4,2019,North Kivu,Alimbongo,0
3,4,2019,North Kivu,Alimbongo,0
4,4,2019,North Kivu,Alimbongo,0
5,4,2019,North Kivu,Alimbongo,0
6,4,2019,North Kivu,Alimbongo,0
7,4,2019,North Kivu,Alimbongo,0
8,4,2019,North Kivu,Alimbongo,0
9,4,2019,North Kivu,Alimbongo,0
10,4,2019,North Kivu,Alimbongo,0
11,4,2019,North Kivu,Alimbongo,0
12,4,2019,North Kivu,Alimbongo,0
13,4,2019,North Kivu,Alimbongo,0
14,4,2019,North Kivu,Alimbongo,0
15,4,2019,North Kivu,Alimbongo,0
16,4,2019,North Kivu,Alimbongo,0
17,4,2019,North Kivu,Alimbongo,0
18,4,2019,North Kivu,Alimbongo,0
19,4,2019,North Kivu,Alimbongo,0
20,4,2019,North Kivu,Alimbongo,0
21,4,2019,North Kivu,Alimbongo,0
22,4,2019,North Kivu,Alimbongo,0
23,4,2019,North Kivu,Alimbongo,0
24,4,2019,North Kivu,Alimbongo,0
25,4,2019,North Kivu,Alimbongo,0
26,4,2019,North Kivu,Alimbongo,0
27,4,2019,North Kivu,Alimbongo,0
28,4,2019,North Kivu,Alimbongo,0
29,4,2019,North Kivu,Alimbongo,0
30,4,2019,North Kivu,Alimbongo,0
1,5,2019,North Kivu,Alimbongo,0
2,5,2019,North Kivu,Alimbongo,0
3,5,2019,North Kivu,Alimbongo,0
4,5,2019,North Kivu,Alimbongo,0
5,5,2019,North Kivu,Alimbongo,0
6,5,2019,North Kivu,Alimbongo,0
7,5,2019,North Kivu,Alimbongo,0
8,5,2019,North Kivu,Alimbongo,0
9,5,2019,North Kivu,Alimbongo,0
10,5,2019,North Kivu,Alimbongo,0
11,5,2019,North Kivu,Alimbongo,0
12,5,2019,North Kivu,Alimbongo,0
21,1,2019,North Kivu,Lubero,0
22,1,2019,North Kivu,Lubero,0
23,1,2019,North Kivu,Lubero,0
24,1,2019,North Kivu,Lubero,0
25,1,2019,North Kivu,Lubero,0
26,1,2019,North Kivu,Lubero,0
27,1,2019,North Kivu,Lubero,0
28,1,2019,North Kivu,Lubero,0
29,1,2019,North Kivu,Lubero,0
30,1,2019,North Kivu,Lubero,0
31,1,2019,North Kivu,Lubero,0
1,2,2019,North Kivu,Lubero,0
2,2,2019,North Kivu,Lubero,0
3,2,2019,North Kivu,Lubero,0
4,2,2019,North Kivu,Lubero,0
5,2,2019,North Kivu,Lubero,0
6,2,2019,North Kivu,Lubero,0
7,2,2019,North Kivu,Lubero,0
8,2,2019,North Kivu,Lubero,0
9,2,2019,North Kivu,Lubero,0
10,2,2019,North Kivu,Lubero,0
11,2,2019,North Kivu,Lubero,0
12,2,2019,North Kivu,Lubero,0
13,2,2019,North Kivu,Lubero,0
14,2,2019,North Kivu,Lubero,0
15,2,2019,North Kivu,Lubero,0
16,2,2019,North Kivu,Lubero,0
17,2,2019,North Kivu,Lubero,0
18,2,2019,North Kivu,Lubero,0
19,2,2019,North Kivu,Lubero,0
20,2,2019,North Kivu,Lubero,0
21,2,2019,North Kivu,Lubero,0
22,2,2019,North Kivu,Lubero,0
23,2,2019,North Kivu,Lubero,0
24,2,2019,North Kivu,Lubero,0
25,2,2019,North Kivu,Lubero,0
26,2,2019,North Kivu,Lubero,0
27,2,2019,North Kivu,Lubero,0
28,2,2019,North Kivu,Lubero,0
1,3,2019,North Kivu,Lubero,0
2,3,2019,North Kivu,Lubero,0
3,3,2019,North Kivu,Lubero,0
4,3,2019,North Kivu,Lubero,0
5,3,2019,North Kivu,Lubero,0
6,3,2019,North Kivu,Lubero,0
27,4,2019,North Kivu,Musienene,18
11,5,2019,North Kivu,Kyondo,18
10,8,2019,North Kivu,Mutwanga,18
11,8,2019,North Kivu,Mutwanga,18
12,8,2019,North Kivu,Mutwanga,18
13,8,2019,North Kivu,Mutwanga,18
14,8,2019,North Kivu,Mutwanga,18
15,8,2019,North Kivu,Mutwanga,18
21,8,2019,North Kivu,Kayna,18
16,9,2019,North Kivu,Biena,18
17,9,2019,North Kivu,Biena,18
18,9,2019,North Kivu,Biena,18
19,9,2019,North Kivu,Biena,18
20,9,2019,North Kivu,Biena,18
21,9,2019,North Kivu,Biena,18
22,9,2019,North Kivu,Biena,18
23,9,2019,North Kivu,Biena,18
24,9,2019,North Kivu,Biena,18
25,9,2019,North Kivu,Biena,18
26,9,2019,North Kivu,Biena,18
27,9,2019,North Kivu,Biena,18
28,9,2019,North Kivu,Biena,18
29,9,2019,North Kivu,Biena,18
30,9,2019,North Kivu,Biena,18
1,10,2019,North Kivu,Biena,18
2,10,2019,North Kivu,Biena,18
3,10,2019,North Kivu,Biena,18
4,10,2019,North Kivu,Biena,18
5,10,2019,North Kivu,Biena,18
6,10,2019,North Kivu,Biena,18
7,10,2019,North Kivu,Biena,18
8,10,2019,North Kivu,Biena,18
9,10,2019,North Kivu,Biena,18
10,10,2019,North Kivu,Biena,18
11,10,2019,North Kivu,Biena,18
12,10,2019,North Kivu,Biena,18
13,10,2019,North Kivu,Biena,18
14,10,2019,North Kivu,Biena,18
15,10,2019,North Kivu,Biena,18
16,10,2019,North Kivu,Biena,18
17,10,2019,North Kivu,Biena,18
18,10,2019,North Kivu,Biena,18
19,10,2019,North Kivu,Biena,18
20,10,2019,North Kivu,Biena,18
21,10,2019,North Kivu,Biena,18
22,10,2019,North Kivu,Biena,18
23,10,2019,North Kivu,Biena,18
24,10,2019,North Kivu,Biena,18
25,10,2019,North Kivu,Biena,18
26,10,2019,North Kivu,Biena,18
27,10,2019,North Kivu,Biena,18
28,10,2019,North Kivu,Biena,18
29,10,2019,North Kivu,Biena,18
30,10,2019,North Kivu,Biena,18
31,10,2019,North Kivu,Biena,18
1,11,2019,North Kivu,Biena,18
2,11,2019,North Kivu,Biena,18
3,11,2019,North Kivu,Biena,18
4,11,2019,North Kivu,Biena,18
5,11,2019,North Kivu,Biena,18
6,11,2019,North Kivu,Biena,18
7,11,2019,North Kivu,Biena,18
8,11,2019,North Kivu,Biena,18
9,11,2019,North Kivu,Biena,18
10,11,2019,North Kivu,Biena,18
11,11,2019,North Kivu,Biena,18
12,11,2019,North Kivu,Biena,18
13,11,2019,North Kivu,Biena,18
14,11,2019,North Kivu,Biena,18
15,11,2019,North Kivu,Biena,18
16,11,2019,North Kivu,Biena,18
17,11,2019,North Kivu,Biena,18
18,11,2019,North Kivu,Biena,18
19,11,2019,North Kivu,Biena,18
20,11,2019,North Kivu,Biena,18
21,11,2019,North Kivu,Biena,18
22,11,2019,North Kivu,Biena,18
23,11,2019,North Kivu,Biena,18
24,11,2019,North Kivu,Biena,18
25,11,2019,North Kivu,Biena,18
26,11,2019,North Kivu,Biena,18
27,11,2019,North Kivu,Biena,18
28,11,2019,North Kivu,Biena,18
29,11,2019,North Kivu,Biena,18
30,11,2019,North Kivu,Biena,18
1,12,2019,North Kivu,Biena,18
2,12,2019,North Kivu,Biena,18
3,12,2019,North Kivu,Biena,18
4,12,2019,North Kivu,Biena,18
5,12,2019,North Kivu,Biena,18
6,12,2019,North Kivu,Biena,18
7,12,2019,North Kivu,Biena,18
8,12,2019,North Kivu,Biena,18
9,12,2019,North Kivu,Biena,18
10,12,2019,North Kivu,Biena,18
6,7,2019,North Kivu,Mangurujipa,18
7,7,2019,North Kivu,Mangurujipa,18
8,7,2019,North Kivu,Mangurujipa,18
9,7,2019,North Kivu,Mangurujipa,18
10,7,2019,North Kivu,Mangurujipa,18
11,7,2019,North Kivu,Mangurujipa,18
31,7,2019,North Kivu,Mangurujipa,18
1,8,2019,North Kivu,Mangurujipa,18
2,8,2019,North Kivu,Mangurujipa,18
3,8,2019,North Kivu,Mangurujipa,18
4,8,2019,North Kivu,Mangurujipa,18
6,8,2019,North Kivu,Mangurujipa,18
7,8,2019,North Kivu,Mangurujipa,18
8,8,2019,North Kivu,Mangurujipa,18
9,8,2019,North Kivu,Mangurujipa,18
10,8,2019,North Kivu,Mangurujipa,18
11,8,2019,North Kivu,Mangurujipa,18
12,8,2019,North Kivu,Mangurujipa,18
13,8,2019,North Kivu,Mangurujipa,18
14,8,2019,North Kivu,Mangurujipa,18
15,8,2019,North Kivu,Mangurujipa,18
16,8,2019,North Kivu,Mangurujipa,18
17,8,2019,North Kivu,Mangurujipa,18
18,8,2019,North Kivu,Mangurujipa,18
19,8,2019,North Kivu,Mangurujipa,18
20,8,2019,North Kivu,Mangurujipa,18
21,8,2019,North Kivu,Mangurujipa,18
22,8,2019,North Kivu,Mangurujipa,18
23,8,2019,North Kivu,Mangurujipa,18
24,8,2019,North Kivu,Mangurujipa,18
25,8,2019,North Kivu,Mangurujipa,18
26,8,2019,North Kivu,Mangurujipa,18
27,8,2019,North Kivu,Mangurujipa,18
28,8,2019,North Kivu,Mangurujipa,18
29,8,2019,North Kivu,Mangurujipa,18
30,8,2019,North Kivu,Mangurujipa,18
31,8,2019,North Kivu,Mangurujipa,18
1,9,2019,North Kivu,Mangurujipa,18
2,9,2019,North Kivu,Mangurujipa,18
3,9,2019,North Kivu,Mangurujipa,18
4,9,2019,North Kivu,Mangurujipa,18
5,9,2019,North Kivu,Mangurujipa,18
6,9,2019,North Kivu,Mangurujipa,18
7,9,2019,North Kivu,Mangurujipa,18
8,9,2019,North Kivu,Mangurujipa,18
9,9,2019,North Kivu,Mangurujipa,18
10,9,2019,North Kivu,Mangurujipa,18
11,9,2019,North Kivu,Mangurujipa,18
12,9,2019,North Kivu,Mangurujipa,18
13,9,2019,North Kivu,Mangurujipa,18
14,9,2019,North Kivu,Mangurujipa,18
15,9,2019,North Kivu,Mangurujipa,18
16,9,2019,North Kivu,Mangurujipa,18
17,9,2019,North Kivu,Mangurujipa,18
18,9,2019,North Kivu,Mangurujipa,18
19,9,2019,North Kivu,Mangurujipa,18
20,9,2019,North Kivu,Mangurujipa,18
21,9,2019,North Kivu,Mangurujipa,18
22,9,2019,North Kivu,Mangurujipa,18
23,9,2019,North Kivu,Mangurujipa,18
24,9,2019,North Kivu,Mangurujipa,18
25,9,2019,North Kivu,Mangurujipa,18
26,9,2019,North Kivu,Mangurujipa,18
27,9,2019,North Kivu,Mangurujipa,18
28,9,2019,North Kivu,Mangurujipa,18
29,9,2019,North Kivu,Mangurujipa,18
30,9,2019,North Kivu,Mangurujipa,18
1,10,2019,North Kivu,Mangurujipa,18
2,10,2019,North Kivu,Mangurujipa,18
3,10,2019,North Kivu,Mangurujipa,18
4,10,2019,North Kivu,Mangurujipa,18
5,10,2019,North Kivu,Mangurujipa,18
6,10,2019,North Kivu,Mangurujipa,18
7,10,2019,North Kivu,Mangurujipa,18
8,10,2019,North Kivu,Mangurujipa,18
9,10,2019,North Kivu,Mangurujipa,18
10,10,2019,North Kivu,Mangurujipa,18
11,10,2019,North Kivu,Mangurujipa,18
12,10,2019,North Kivu,Mangurujipa,18
13,10,2019,North Kivu,Mangurujipa,18
14,10,2019,North Kivu,Mangurujipa,18
15,10,2019,North Kivu,Mangurujipa,18
16,10,2019,North Kivu,Mangurujipa,18
17,10,2019,North Kivu,Mangurujipa,18
18,10,2019,North Kivu,Mangurujipa,18
19,10,2019,North Kivu,Mangurujipa,18
20,10,2019,North Kivu,Mangurujipa,18
21,10,2019,North Kivu,Mangurujipa,18
22,10,2019,North Kivu,Mangurujipa,18
23,10,2019,North Kivu,Mangurujipa,18
24,10,2019,North Kivu,Mangurujipa,18
25,10,2019,North Kivu,Mangurujipa,18
26,10,2019,North Kivu,Mangurujipa,18
27,10,2019,North Kivu,Mangurujipa,18
28,10,2019,North Kivu,Mangurujipa,18
29,10,2019,North Kivu,Mangurujipa,18
30,10,2019,North Kivu,Mangurujipa,18
31,10,2019,North Kivu,Mangurujipa,18
1,11,2019,North Kivu,Mangurujipa,18
2,11,2019,North Kivu,Mangurujipa,18
3,11,2019,North Kivu,Mangurujipa,18
4,11,2019,North Kivu,Mangurujipa,18
5,11,2019,North Kivu,Mangurujipa,18
6,11,2019,North Kivu,Mangurujipa,18
7,11,2019,North Kivu,Mangurujipa,18
8,11,2019,North Kivu,Mangurujipa,18
9,11,2019,North Kivu,Mangurujipa,18
10,11,2019,North Kivu,Mangurujipa,18
11,11,2019,North Kivu,Mangurujipa,18
12,11,2019,North Kivu,Mangurujipa,18
13,11,2019,North Kivu,Mangurujipa,18
14,11,2019,North Kivu,Mangurujipa,18
15,11,2019,North Kivu,Mangurujipa,18
16,11,2019,North Kivu,Mangurujipa,18
17,11,2019,North Kivu,Mangurujipa,18
18,11,2019,North Kivu,Mangurujipa,18
19,11,2019,North Kivu,Mangurujipa,18
20,11,2019,North Kivu,Mangurujipa,18
21,11,2019,North Kivu,Mangurujipa,18
22,11,2019,North Kivu,Mangurujipa,18
23,11,2019,North Kivu,Mangurujipa,18
24,11,2019,North Kivu,Mangurujipa,18
25,11,2019,North Kivu,Mangurujipa,18
26,11,2019,North Kivu,Mangurujipa,18
27,11,2019,North Kivu,Mangurujipa,18
28,11,2019,North Kivu,Mangurujipa,18
29,11,2019,North Kivu,Mangurujipa,18
30,11,2019,North Kivu,Mangurujipa,18
1,12,2019,North Kivu,Mangurujipa,18
2,12,2019,North Kivu,Mangurujipa,18
3,12,2019,North Kivu,Mangurujipa,18
4,12,2019,North Kivu,Mangurujipa,18
5,12,2019,North Kivu,Mangurujipa,18
6,12,2019,North Kivu,Mangurujipa,18
7,12,2019,North Kivu,Mangurujipa,18
8,12,2019,North Kivu,Mangurujipa,18
9,12,2019,North Kivu,Mangurujipa,18
10,12,2019,North Kivu,Mangurujipa,18
11,12,2019,North Kivu,Mangurujipa,18
12,12,2019,North Kivu,Mangurujipa,18
13,12,2019,North Kivu,Mangurujipa,18
14,12,2019,North Kivu,Mangurujipa,18
15,12,2019,North Kivu,Mangurujipa,18
16,12,2019,North Kivu,Mangurujipa,18
17,12,2019,North Kivu,Mangurujipa,18
18,12,2019,North Kivu,Mangurujipa,18
19,12,2019,North Kivu,Mangurujipa,18
20,12,2019,North Kivu,Mangurujipa,18
21,12,2019,North Kivu,Mangurujipa,18
22,12,2019,North Kivu,Mangurujipa,18
23,12,2019,North Kivu,Mangurujipa,18
24,12,2019,North Kivu,Mangurujipa,18
25,12,2019,North Kivu,Mangurujipa,18
26,12,2019,North Kivu,Mangurujipa,18
27,12,2019,North Kivu,Mangurujipa,18
28,12,2019,North Kivu,Mangurujipa,18
29,12,2019,North Kivu,Mangurujipa,18
30,12,2019,North Kivu,Mangurujipa,18
31,12,2019,North Kivu,Mangurujipa,18
1,8,2019,North Kivu,Nyiragongo,3
2,8,2019,North Kivu,Nyiragongo,3
3,8,2019,North Kivu,Nyiragongo,3
4,8,2019,North Kivu,Nyiragongo,3
6,8,2019,North Kivu,Nyiragongo,3
7,8,2019,North Kivu,Nyiragongo,3
8,8,2019,North Kivu,Nyiragongo,3
9,8,2019,North Kivu,Nyiragongo,3
10,8,2019,North Kivu,Nyiragongo,3
11,8,2019,North Kivu,Nyiragongo,3
12,8,2019,North Kivu,Nyiragongo,3
13,8,2019,North Kivu,Nyiragongo,3
14,8,2019,North Kivu,Nyiragongo,3
15,8,2019,North Kivu,Nyiragongo,3
16,8,2019,North Kivu,Nyiragongo,3
17,8,2019,North Kivu,Nyiragongo,3
18,8,2019,North Kivu,Nyiragongo,3
19,8,2019,North Kivu,Nyiragongo,3
20,8,2019,North Kivu,Nyiragongo,3
21,8,2019,North Kivu,Nyiragongo,3
22,8,2019,North Kivu,Nyiragongo,3
23,8,2019,North Kivu,Nyiragongo,3
24,8,2019,North Kivu,Nyiragongo,3
25,8,2019,North Kivu,Nyiragongo,3
26,8,2019,North Kivu,Nyiragongo,3
27,8,2019,North Kivu,Nyiragongo,3
28,8,2019,North Kivu,Nyiragongo,3
